page	text	source
38	"علة ‏ اعتلال ‎ailment(n.)‏ | راعى - أرضى ‎agrarian (adj.n)  -‏
يصوب على يبعى ‏ (-2:)8, 070 | الداعى بالإصلاح الزراعي
- يعتزم ‎TR‏ حركة إلالأجز ‎agrarianism (n.)‏
قصد الزراعي قسمة الارض

0 - بدون قصد . ‎aimless (adj)‏ | على التساوي

بلا هدف ‎ity‏ يلثم يناسب  ‎agree, with (v.)‏
هواء ‏ نفخة - هيئة فراغ ‎ATV  -‏ | يسلم ب يقبل ب () ‎agree 1o‏
بهدى - يظهر - يذيع مقبول - موافق ‎agreeable (adj.)‏
فقاقيع هوائية ‎cells‏ __ | قبول ‏ اتفاق ‎agreement (n.)‏
حاملة طائرات ‎craficarries‏ __ | الإتفاقيات ‎agreements‏
مطار ‏ المهبط إفى المطارات  ‎fiedd‏ | ريفى ‏ فلاح ‎agrestic (adj.)‏
سلاح الطيران ‎agricultural adj ) | —force‏
بندقية هواء ‎١ ___gun‏ رراعة ‏ فلاحة ‎agricuiture (n.)‏
فتحة لمرور الهواء ‎hale‏ | مهندس راعى ‎agronomist (n.)‏
بريد جرى ‎mail‏ | علم الزراعة - ‎agronomy (n.)‏
محكم السد 7 | الهندسة الزراعية

غارة جوية ‎raid(n)‏ - | مرتطم بالارض - ‎aground adj adv.)‏
خيال - طلق الهواء - ‎airy (adj)‏ | جائح على الارض

,53 - خفيف ‎M‏ قشعريرة - نوبة الملاريا ‎ague (n.)‏
تمشى كنيسة - مر بين ‎aisle (n)‏ | بعد الهجرة لام
كرسى الكنية ‏ تمشى بين مقاعد أحاديث ‎ahadith (n.)‏
منفرج - مفتوح قليلا ( زف ‎ajar (adv.‏ | قدام ‏ إلى الأمام ‎ahead (adv.)‏
- موروب كالباب مساعدة ‏ عون ياعد ‏ يعارن ‎aid (V1)‏
معوج - لتر - ‎akimbo adv adi)‏ | خصلة ريش ريشة 0 ‎aigret, -te(n)‏
مقصر يمرض . يوجع ‎ail (v.)‏"	al-shamil-dictionary
39	"إلكترون - جزء من ‎dteatrone (n.)‏ نيبا قريب - مثيل  ‎akin, to (adj.)‏
الذرة الإلكترونية ‎o‏
‏الكيمارى ‎e | alchemist (n.)‏ نوع من ‎alabaster (n.) (bt )l‏
كيمياء تحول المعادن ‎alchemy (n.)‏ | المعرقل
إلى ذهب أخ ‏ أداه آه ‎alack!‏
كحول ‎alack-a-day } alcohol (n.)‏
كحول ‎alcoholic (adj)‏ | خفة ‏ نشاط ‏ رشاقة ‎alacrity (n.)‏
مشروبات كحولية 0 ‎__beverages‏ | على ‎alamode(adi) -y ST‏
إخمررا على الموضة
السكارى ‎anonymous (n)‏ | الإزعاج - عب إندثار  ‎alam(vn)‏
المجهولون بالخطر - كيسة - برعب - ينبة
الإدمان على شراب  ‎alcoholism (n)‏ | منبة ‎(n.)‏ 106 _-
الخمر ‏ التسمم الكولى مزعج - مضطرب  ‎alarmed , at(adf)‏
2 بالكحول ‎alcoholize (v.)‏ | القطرس ‏ طائر بحرى )1( ‎alabatross‏
الكربون مشروب ‎(R RS‏ 0000ل | ولو - ولو أن رزصد ‎albeit‏
بطعم المشروبات الغازية ميض - غارب ‎albescent (adj.)‏
القرآن الكريم 0 | إلى البياض
خلوة ‏ مضجع - فجوة  ‎alcove (m)‏ | الأمهق ‏ شخص أيض 0 )( ‎albino‏
فى جدار البشرة والشعير
شيخ البلد ‏ عمدة - ‎alas! Wiry | alderman‏
حاكم إقليم ‎album (n.)‏
نشيط - ستبقظ ة) 208 | البوم ‏ مجلد ‏ كاب لحفظ الصرير ار الطابع
إنذار بغارة حوية ‎٠‏ ينبة زلال البيض ‎albumen (n.)‏
مستيقظ  ‎onthealert Ol‏ | شيه زلالي ‎albuminoid (adj.)‏
المذيب ‏ المحلل العام 00 ‎alcthest(n)‏ |"	al-shamil-dictionary
40	"تغذية ‎alimentation (n.)‏ | العمى القرائن ‎alexia (n.)‏
نفقة الزوجة المطلقة ‎alimony (n.)‏ | عدم القدرة على القراءة

Algebra (n.) علم الجبر | aliquant(n) عدد وترى‎ 5y
Algerian (n.) أحد أبناء الجزائر  الجزائر | aliquot adj i عدد - i
algia(n.) آلم | alive adj على قيد الحياة  ىمح‎
algoid adj شبيه بالطحلب | Alive The € ) الحى دمن أسماء
algophilia (n.) ‏التلئذ بالألم أر الإيلام | the Alive , the Eternal  مويقلا الحى
‎algophobia (n.) الخرف المرضى من الألم | alkali(nadi) - فلز قلوى  قلوى
alibi (n.) وجود النهم فى غير | alkalify (v.) يجعله قويا
مكان الجريمة | alkaline adf ‏قلرى‎

يجعله قلريًا ‎prove his alibi alkalinize (v.)‏ م1
ريادة القلفونية ‎alkalosis (n.)‏ | يثبت عدم وجوده فى مكان الجريمة

كل جميع ‏ كافة ‎allfadj.adv.n)‏ | عند وقوعها

- جميعا ‏ كل ما يملكه الإنسان أجنبى - غريب . شخص ‎alien adj n.v.)‏
وحذه ‏ متقرفاً ‎alone‏ | أجنبى يحول - ينقل ‏ يعد

كل الوقت ‎along‏ | قابل للتحويل من ‎alienable (adj.)‏
دفعة واحة  ‎__atonce Vi‏ | شخص لآخر

فجأة ‎١ sofa sudden‏ ينقل - ينفى - يطرد ‎alienate (v.)‏
انتهى الأمر 067 __ | نقل الملكية من شخص ‎alienation (n.)‏
حاضر ‏ حنًا ‏ جيد ‎__right‏ | لآخر

على آية حالة ‏ أبن ااه | طبيب أمراض عقلية ‎alienist (n.)‏
الله ‎Allah(n)‏ | شبيه ‏ غائل على ‎alike adj adv.)‏
يخمد ‏ يهدئ ‏ يسكن ‏ يلطف ‎allay (v.)‏ | قدم المساواة

aliment (n.v.) ‏يقيت‎  ءاذغ‎ | 811688000 (n)  ةجح‎  ءاعدا زعم
‎alimental adj ‏غذائى - مغذ | allege (v.) ‏يحتج - يدعى"	al-shamil-dictionary
41	"يربط - يقر ‎alligate (v.)‏ | إخلاص - ولاء ‎allegiance (n.)‏
الزج أو التعديل فى ‎alligation (n.)‏ | بيعة __ ‎apledgeof‏
السحاب ‏ ربط مخلص ‏ صادق الولاء ‎allegiant (adj.)‏
تمساح أمريكا ‎alligator (n.)‏ | مجرى ‎allegoric, ___al(adj.)  -‏
يجانس إستهلالي ‎١ alliterate (v.)‏ استعار

الجناس الإستهلال  ‎alliteration (n.)‏ | يستعمل الاستعارة ‎allegorize (v.)‏
الثوم ‎allium (n.)‏ | استعارة ‏ مجار ‏ قصة رمزية (.0) ‎allegory‏
التعليم ‎All-Knowing, The‏ | الواسع ‎All-Embracing , The‏
«من أسماء الله الحسنى؟ لمن أسماء الله الحستى»

يرزع - يقسم ‏ يجدد ‎allocate (v.)‏ | شديد الحساسية ‏ استهداف ‎allergic (adj.)‏
- إضافة - ‎allocation (n.)‏ | أخصائى علاج أمراض الحساسية ‎allergist‏
حصة  ‎A‏ شديد الحساسية ‏ استهداف )1( ‎allergy‏
العلاوات ‏ المرتبات )( ‎allocations‏ | نفور - حساسية

alleviate (v.) - Sy بلطف | allocution (n.) خطبة - موعظة
عن g A= يخفف | allopathy (n.) الألوباثيا

العلاج بعقار يحدث آثار مغايرة تلطيف ‏ تسكين - ‎alleviation (n.)‏
لتلك التى أحدثها المرض المعالج تخفيف

يصرح - يمح . ‎GGy | allow (v)‏ - عطفة ‏ عشى بين الأشجار ‎alley (n.)‏
مسمر ب ‎allowable (adj.)‏ | أول آيري «نسيان؟ - ‎All-Fools' Day‏
سماح - ]03 راتب  ‎allowance (n.)‏ | كذية إبريل

علارات بدل ‎allowances (n.)‏ | التسميع ‎All-Hearing , The‏
مسمر به مباح ‎allowed (ad).)‏ | آمن أسماء الله الحسنى؟

معدن رخيص - يزين ‎alliance (1)  ةرهاصم  ةدهاعم  داحتا | alloy (n.v.)‏
عيد القديسين  ‎Day (n)‏ واهته5 لله | حلف بين الدول

allied adj  رهاصم‎  فيلح‎  داعم أول نوفمبر"	al-shamil-dictionary
42	"تصدق ‏ إحسان ‏ )1( ‎almsgiving‏ | يذور الكتان ‎allseed (n.)‏
بيت الإحسان ‏ ملجأ ‎almshouse(n)‏ | عيد الموتى انرفمبر (-8) ‎All Souls’ Day‏
شجر ار خشب الصندل ‎١ almug(n) L‏ فلفل خلر ‎allspice (n.)‏
صندل يلمح إلى - ينوه ‎allude (v.)‏
صبار ‎Aloes(n) it‏ | يغرى ‏ يفن ‎allure (v.)‏
مرتفعا ‏ عاليا - فرق ‎allurement (n.)  ةنت  ءارغإ  ءارغإ | aloft (adv.)‏
اجهار قياس حساسية  ‎alogmeter(n)‏ | - فاتن ‎alluring (adj.)‏
‎allusion (1)  ةراشإ  ةيروت  حيملت PO‏
وحدة ‏ بمفرده ‎lone(adv.adi)  -‏ | تلبيحى ‎allusive (adj.)‏
منفردا - فقط أسهل رسوب - ‎alluvion (n.)‏
وحدة ‏ تفرد ‎aloneness (n.)‏ | طمى - غرين } ‎alluvium (n.)‏
على طول - فى ‎along (prep.adv)‏ | الحكيم ‎All- Wise , The‏
موازاة ‏ إلى الأمام ‏ بجانب «من أسماء الله الحسنى؟
يسبب - مشبب عن ‎__of‏ | دولة حليفة ‏ تصير ‎ally (n.v.)‏
هيا بنا ‎come‏ | يصاهر ‏ يعهد
بمعزل عن - بعيد ‎aloof (adv.)‏ | مرضعة ‏ مربية ‎alma (n.)‏
تباعد ‏ ابتعاد - تفرد (8) 810000658 | تقويم ‏ نتيجة ‎almanac (n.)‏
صلم داء الثعلب ‎alopecia (n.)‏ | الله الله جل لإله - ‎Almighty , The‏
بصوت عال ‎aloud (adv.)‏ | الله عز رجل
جهارا ___ ‎toread‏ | لوز ‎almond (n.)‏
جبل عال ‏ جبال الألب (.8) ‎Alp. Alps‏ | اللوزتين ‏ لوزتا ‎almonds (n.) G4‏
نوع من ‎alpaca (n.) - r""""i‏ | وكيل للتوزيع الصدقات  ‎almoner (n.)‏
صرف الالباكا مأوى الفقراء - نكية ‎almonry (n.)‏
الألف إرهو أول ‎almost adv QU  اًيرقت | Alpha(n) Gy‏
الهجاء اليونانية إحسان ركأة ‏ صدقة ‏ حنة ‎alms (n.)‏"	al-shamil-dictionary
43	"alpha and omega altercate (v.) يتشاجر - يتصارع
البداية النهاية - الأول الآخر | altercation (n.) مشاجرة  ماصخ‎
alphabet (n.)  ىدجبأ‎  ءاجهلا‎ Gy~ | alternate (v.adjn.)
alphabetic , al adj ‏ينارب تعاقب  متقارب  متعاقب - البديل
مرتب حسب الأبجدية | alternating ‏متنارب . ز0ة)‎  بقاعتم‎
alphabetically adv alternating current تيار متردد
. بحب ترتيب حروف الهجاء | alternation (n.) تناوب  بقاعت‎
alphabetize (v.) يرتب أبجديا | alternative adj

اختيار بين أمرين ‏ خيار مرتفع عال ‏ شاهق ‏ جبلى -
بالتتابع ‏ التبديل ‎altematively (adv.)‏ | الالبينى ‎Alpine (adj.n.)‏
مع أن - برغم أن ‎although (conj)‏ | نبانات جبلية ‎Alpine plants‏
مقياس الارتفاع - الألتيمتر ‎Alpinism (n.) altimeter (n.)‏
قياسات الارتفاعات ‎altimetry (n.)‏ | تسل الألب او أى جبل شاهق

Alpinist (n.) altitude (n.) علو إرتفاع

لزفة ‎alto‏ | متلق الألب ار على جبل شاهق

already adv قبل الآن  آلان - Gl سأم اللثر فى الموسيقى والغناء  عفنرم‎  لاع
also adv كذلك - Cal | altogether adv G - Cu  اًعيمج‎
altar (1) مذبح الكنيسة  هيكل  بالرحم | altruism (n) الإيثار  ريغا o  وراثيا
alter (v.) يدل - | altruist(ad) - بحب للخير  ىريخ‎
alterable adj ‏متبدل_ متغير  قابل للتغير | aliristic adj مؤثر منصف بالآثار ا‎

مبدل - مغير - متردد ‎alterant (an.adj.)‏

alteration (n.) تبديل  رييغت‎ | alum (n) حجر الشب  شبه
تبديل  فالتخا‎ ١ aluminium () معدن الألومنيوم

the alteration of the night aluminous adj ألومنيوم شبى‎

اختلاف أليل والنهار ‎andthe day‏"	al-shamil-dictionary
44	"alumni (n.) تلاميذ  ةذمالت‎ | ambidextrous adj
alumnus خريج مدرسة أر كليةل.ة)‎  ذيملت‎ S أضبط - أدر على أستعمال
alveolate adj يديه بسهولة مسمارية - لبق - منافق اذو لقوب - مخرم
alvine adj ambient adj محيط ب . شامل  فتتكم‎
‏بطنى - معدى - مختص ألأمعاء | ambiguity )8.( 0 التباس  ضرمغ‎
always Adv Goths | ambiguous adj يهم  ضماغ‎
A.m ante meridiem قبل الظهر | rire عنان مبهم
am(v.) أكون | ambition (n.)
amass (v.) حب الشهوة المرفعة يجمع - يكوم - يكدس  حرمط‎
amassment (n.) جمع - تكوم | ambitious adj
amateur (n.adj.) محب للشهوة المرفعة - طموح
الهوى أضد المحترف هار | ambivalent adj
maldive لقم S - الشخص الذي تصارع فى داخله محب - مغرم
amativeness (n.) مشاعر الحب الكراهية تحر
شخص ما الميل للحب أو الشهوة الجنسية
amatory adj غرام - عشقى‎ amblyopia (n.)  رمبلا فقد أر إظلام
amaxophobia (n.) ‏العى الخلق
الخرف المرضى من العربات | ambulance (n.) إسعاف  ةلاقث‎
amaze (v.) ‏يدهش - يحبر‎ | ambulation (n) تنقل - دوران - سير
amazement (n.) حيرة  ةشهد‎ | ambulatory adj جوال - متنقل
amazing adj مدهش - محير ambuscade (v.n.)
amazon (1)  نوزامأ‎  ةلجرتسم ما أمرأة  نيمك‎  ئبتخي‎  نمكي‎
ambassador (n. رسول  ريفس‎ | 8000050 (n.) مخبأ  نيمك‎
ambassadress (1) زوجة سفير  ةريغس‎ | 8Mebiasis (n.) أميا
‎amber (adj.n.) كهرمان  ىنامرهك‎ | amenia adv حقا  نيمآ‎"	al-shamil-dictionary
45	"غير متظم الشكل ‎amorphous (adj)‏ | يزمن ار يصدق على 0 ‎tosay‏
يمكن استهلاكه  ‎(adj)‏ 80000128018 | يصلح - بقوم ‏ يعدل - ينقح ‎amend (v.)‏
استهلاك الدين أر 1 ‎amendment (n.) amortization (n.)‏
الأسهم ‏ استهلاك 7 )( ‎amortizement‏ | إصلاح - تعديل - تنفيح - تعديل
يستهلك - بعطل ‎amortize (v.)‏ | تعويض - مكافأة ‎amends (n.)‏
‎amount , to (v.n)‏ | يقدم تعويضا ‎to make __(v.)‏
يلغ - يارى  ‎American nad - SV - s - Dol‏
مجموع - قيمة أنس - لطف ‎amiability (n.)‏
غرام ‏ عشق ‎amour (n.)‏ | أنيس لطيف ‎amisble (adj.)‏
عزة النفس - شهامة ‎amour propre (n.)‏ | بلطف بظرف ‎amiably (adj.)‏
‎ampere (n)‏ | حى - ردى ‎amicable (adj.)‏
] التبارز بالكهربا بين - فى وسط ‎amid (prep.)‏
‎amidships adv ampersand (n.)‏
الواية تستعمل بدل حرف العطف (80) | وسط المركب بالنسبة طولها وعرضها؟
‎amiss adv adj amphibia (n.adj.)‏
الرماث - طارة برمائي - برمائى غير ‎Y‏ خطأ ‏ بغير ‏ بطريقة خاطئة
‎amphibian (n.adj.)‏ | محبة ‏ مودة ‎amity (n.)‏
حيران برمائى - برمائى غاز النشادر ‎ammonia (n.)‏
برماثى ‎amphibious (adj.)‏ | ذخيرة الجيش ‎ammunition (n.)‏
‎amplification (n.)‏ | فقدان الذاكرة ‏ نيان ‎amnesia (n.)‏
توسيع - تكبير - إسهاب عفو عام - يصفح ‎amnesty (n.v.)‏
المكبر ‏ مضخم الصوت ‎among-st prep amplifier (n.)‏
يكبر ‏ يضخم ‏ يهب («) ‎amplify‏ | فيما بين فى رسط - ضمن
اتساع - سعة - وفرة  ‎amplitude (n.)‏ | مغرم ‏ عاشق ‏ غرام ‎amorous (adj.)‏
بسخاء ‏ بعة - بوفرة  ‎amply (adv.)‏ | عشق ‏ تحاب ‎amorousness (n.)‏"	al-shamil-dictionary
46	"ampul (n.) إمبولس - أمبولة | anaerobia (n.)
ampulla (n.) كائنات حية تعيش بمعزل عن الهواء قارورة
amputate (v.) يقطع عضر يتر - يقلم‎ | anaesthesia () فقد الإحساس  ريدخت‎
amputation (n.) قطع - بتر - تقليم anaesthetic adj مخدر
‎amuck adv adj local __ مخدر موضع
هائج الجنون  عافدناب‎  روهتب‎  نونجب‎ | anaesthetize (v.) ‏يخدر الجسم
amulet (n.) ‏حرز - ميمة‎  باجح‎ | anagicctasia (n.) تمدد الأربعاء الدموى
amuse (v.) ‏يلى - يلهى‎ | anagram(n.) جناس لفظى‎
amusement (n.) لهو  ةيلست‎ | monal  جرشلا‎  تمإلاب مختص  ىتسإ‎
__park(n) حديقة الملهى | analgetic adj
amusing (n.) P يتضمن منتخبات أر مقتطفات أدبية
amygdalate adj ‏لوزى - _. باللرز‎ | analects(n,)
amylolysis تحول النشا إلى سكر Lol مجموعة منتخبات أر مقتطفات
an آداة تتكير تسبق الالفاظ المبدوءة‎ | analeptic )80(.0.( منعش - مقو - دواء مقو
بحرف متحرك | analgesia(n)  ملألاب عدم الإحساس
anabasis (n.) analgesic (adj.n) (5 سكن متقد
‏رحف عسكر  حملة عسكرية | analog computer (n.)
anabiosis (n.)  ةقافإ‎  ةايحلا الحاسبات الإلكترونية التحليل عودة إلى
anachronism (n.) analogous . to adj
- ممال - مضاه أخطاء فى تسلسل تواريخ الحوادث  هباشم‎
خطأ فى التطابق التأريخ | analogy )8.( مائلة - مضهاة  ةهباشم‎
anaconda (n.) حية كبيرة من فصيلة البواء | analyse(v.) . يعرب - يحلل يلخص‎
anaemia (n.) sl فقر دم | analysis (n.) تحليل - تلخيص  بارع
anaemic adj فقر الدم | analyst (n)
معرب - محلل - المحلل المنفى"	al-shamil-dictionary
47	"analytic  al adj ‏تتصيلى‎  ىليلحت‎ | androgen adj منشط للذكور‎
_ مدخل تحليل آه | androgynous adj
analytics (n.) له صفات الذكر الأنثى علم الإعراب  علم التحليل  ىثنخ‎
analyze (v.) يحلل يعرب | andromia (n.)
ananas , see pineapple (n.)  ساناتأ الشبق الجن نحو الذكور
anaphrodisia (n.) &kl أنعدام الرغبة | andropathy (n.) أى مرض يصيب الذكور
anaphrodisiac (adj.n.) androphobia (1)

الخوف المرضى لدى الهناء من الرجال منقص لر مقلل لرغبة الجنسية - دواء مقلل

هوس القتل ‎androphomania (n.)‏ | للرغية الجنسية

قريب من قرب عند ‎anear (prep)‏ | الفرضرى ‎anarchist (n.adj.)‏
حكاية ‏ قصة ‏ نادرة | ‎amecdote (n)‏ | فوضى ‎anarchy (n.)‏
أنيميا فقر الدم ‎anemia(n.)‏ | لعنة ‎anathema (n.)‏
علم الرياح ‎anemology (n.)‏ | يلعن ربحرم من الكنيسة ‎anathematize (v.)‏
‎anemometer (n.)‏ | علم التشريح ‎anatomy (n.)‏
مقياس سرعة الرياح اتجاهها جد ‎el‏ سلف ‎ancestor (n.)‏
‎anemone (n.)‏ | هلب يرسى السيئة 0 ‎anchor (v.n)‏
شقائق النعمان - زهرة الريح مرسى - ملاذ آمن ‎anchorage (n.)‏
أخصائى تخدير ‎anchoret (n.) anesthesiologist (n:)‏
من جديد ‏ مرة ثانية 0 ‎(adv.)‏ 208 | زاهد - مستعبد ‏ ناسك } ‎anchorite‏
‎S‏ امرأة كالملاك جمالا )( ‎angel‏ | أنشوجا ‏ سمك صغير ‏ (.8) ‎anchovy‏
‎S‏ - مأوى ‎angelic, al(adj)‏ | قديم ‎ancient (adj.)‏
جرس التبشير  ‎s‏ التبشير )1( ‎angelus‏ | قدم - ‎ancientness (n.) G‏
غيظ - غضب - يغضب  ‎anger (nv.)‏ | حالة الأنكلستوما ‎ancylostomiasis‏
‏كاظم الغيظ ‎restrainer‏ | د . وار العطف ‎and (conj.)‏
مرض الخانوق ‏ الخناق  ‎angina(nv)‏ | طب الرجال ‎andriatrics (n.)‏"	al-shamil-dictionary
48	"كرب عذاب () ‎anguish‏ | ررم ‎il‏ بالأوعية ‎angiofibroma (n.) i‏
ذو زوايا ‎angiograph (n.) angular (adj.)‏
فقدان وظائف الكبد ‏ (.8) 2080888 | جهاز فحص الاوعية الدموية
حيوان - شهوانى ‎angiography (n.) animal (n.adj.)‏
موقوذة 06000 8 | الكشف على الآرية الدموية بأشعة ‎X‏
نطحة __ ‎afossed‏ | علم الاوعية الدموية واللبمقاوية ‎angiology (n.)‏
حيوانية ‏ بهيمية ‎animalism (n.)‏ | ضيق الشعرات الدموية ).( ‎angiostenosis‏
‎animate (v.n.)‏ | زاوية ‏ صتارة ‏ يصطاد بالصنارة ‎angle (v.n.)‏
يحى ‏ ينعش ‏ بنشط - حى ‏ متحرك - فر حياة زاوية حادة ‎acute angle‏
أحياء ‏ إنعاش ‏ الرسوم المتحركة )1( ‎animation‏ | زاوية خارجية ‎exterior angle‏
يانسون ‎anise (n.)‏ | زاوية داخلية ‎interior angle‏
‎anisocytosis (n.) .‏ | زاوية متفرج ‎obtuse angle‏
اختلاف حجم كرات الدم الحمراء زاوية قائمة ‎right angle‏
‎ankle )(‏ | زاوية مشممة ‎supplement angle‏
الكاحل المفصل بين الساق والقدم رسغ القدم بادئة معناها ‎Anglo_ 16D‏
خلخال ‏ سوار القدم ‎A __ American Code anklet (n.)‏
‎ankylosis (n.)‏ | قواعد الفهرسة الانجلو ‏ أمريكية
تيس المفاصل . تصلب المفاصل يجعله إنجليزى ‎Anglicize (v.)‏
رادى - مؤرخ ‎annalist (n.)‏ | الصد بالصنارة ‎angling (n.)‏
عبد سنوى - سنوى ‎anniversary (0.2dj.)‏ | الحب الجارف نحو الإنجليز ‎Anglomania (n.)‏
‎Anno Domini (A.D.) (n.)‏ | محاكاة سلركهم
السنة الميلاد - بعد الميلاد ‎Anglophobia (n.)‏
بشرح - يفسر ‎annotate (v.)‏ | كراهية أو رهبة إنجلترا وتقاليده
شرح - تفسير - ما يذكر فى 800018008 | بغيظ - بعض ‎angrily (adv.)‏
حاشية الكتاب ‏ حاشية غضبان من ‎at with (adj.)‏ ,8088"	al-shamil-dictionary
49	"منظار الشر ‎anoscope (n.)‏ | تعليقات - حاشية ‎annotation‏
فقد حاسة الشم ‎anosmia (n.)‏ | يخبر - يعلن - يذيع ‎announce (v.)‏
‎announcement (n.) &M  رابخإ | another (adj.pron.)‏
آخر ‏ غيره خلفه ‏ ان يضايق ‎annoy (v.)‏
نقص الأكسجين بالسم  ‎AOKi (M)‏ | مضايقة - غم ‎annoyance (n.)‏
جواب - رد - يجيب ‎answer(nv)‏ | مضايق عمل ‎annoying (adj.)‏
قابل للاستجابة ‎answerable (adj.)‏ | سنوى - حوالى ‎annual (adj.)‏
ثملة ‎ant(n)‏ | تقرير ‎Sy‏ 1 -
‎antacid (adjin.)‏ | عرض ‎Sy‏ 1# _-_
مضاد للحموضة ‏ مزيل للحمرة سنوي ‎annvally (adj.)‏
خصومة ‏ عداء ‎antagonism (n.)‏ | صاحب ‎S‏ أو مرتب سنوى ‎annuitant (n.)‏
خصم ‏ عدر ‎antagonist (n.)‏ | معاش - راتب سنوى ‎annuity (n.)‏
يخاصم - يعاد ‎antagonize (v.)‏ | يلفى ‏ يطل - ينقض ‎annual (v.)‏
متعلق بالقطب الجنوب ‎annular adj antarctic (adj.)‏
القارة القطبية الجنوبية (.8) ‎Antarctica‏ | حلقى ‏ مستدبر على شكل حلفة - كمكى
‎ante, anti‏ | إلغاء - إيطالي - نتقض  ‎annuiment (n.)‏
د مضاد ‏ مقابل قبل - سابق ل - يشر يذيع الشرى ‎annunciate (v.)‏
قبل ألاكل ‎o5, | amtecibum (adj.)‏ أعلام ‏ آيلا ‎annunciation (n.v.)‏
يسلف  ‎antecede(v.)  مدقي - Gy‏ | عبد الشارة «عيد التصارىة  ‎—Day‏
‏سالفية ‏ سلفة - أسبقية ‎antecedence (n.)‏ | ملطف - منوم ‎anodyne (adj.)‏
0.زهة ‎antecedent‏ | سح بالزيت - يدهن بالزيت ‎anoint (v.)‏
سالف ‏ متقدم ‏ سابق ‏ المتقدم مدهون - ‎gyt‏ بالزيت ‎anointed (adj.)‏
قبل الجماع ‎antecoitus (n.)‏ | مجهول ‎anonymous adj  al3l!‏
يؤرخ بتاريخ سابق للتحقيق ‎(v.)‏ 80160816 | فقد الشهية ‎anorexia (n.)‏
بتاريخ سابق ‎antedated (adj.)‏ | فقدان الشهية العصب ‎__nervosa‏"	al-shamil-dictionary
50	"|
ملين ‎aperient (adj.)‏ | قبل الظهر 1 ‎antemeridian (a.m.)‏
فتحة ‏ نافذة  ‎Gl‏ - كوة )1( ‎ante-meridiem (a.m.) aperture‏
ذروة ‏ قمة - رأس ‎apex(n.)‏ | قبل الولادة ‎antenatal‏
‎aphasy (n.)‏ | سابق ‏ متقدم ‎anterior (adj.)‏
تعذر الكلام - فقدان قوة النطق أسبقية - أقدمية ‎anteriority (n.)‏
فقدان المصرات ‎aphony (n.)‏ فر ,& انتظار ‎anteroom (n.)‏
مثل ‏ حكمة ‎١ aphorism (n.)‏ ضد الديدان ‎anthelmintic (adj.n.)‏
‎aphrodisia (n.)‏ | نشيد فومى ‏ نشيد ‏ سلام ‏ نسيحة ‎anthem (n.)‏
الشبق الجنس شراهة الجماع مجموعة أشعار أو زهور )1( ‎anthology‏
خلية نحل ‎anthrophobia (n.) apiary (n.)‏
لكل واحد ‎apiece (adv.)‏ | الخرف المرضى من المجتمعات
‎anthropology (n.) apologize , to a person for (v.)‏
يعتذر - يمح الأنثروبولوجيا «علم الأنسان
اعتذار ‎apology (n.)‏ | قد ‎anti Jalas‏
‎apostasy ).(‏ | عد الحساسية  ‎antiallergic (adjn)‏
مروق ‏ ارتداد «عن الدين أو المبدأ ردة فد الأنيميا ‎antianemic (adj.n.)‏
ارتداد عن الدين 000026118600 _ | مضاد حيرى زقة ‎antibiotic‏
يرتد ‏ يكفر - يجحد . ‎apostatize (v.)‏ | التمسيخ الدجال ‎antichrist (n.)‏
‎apostrophe (n.)‏ | ينوقم ‏ ينتظر ‎anticipate (v.)‏
علامة حذف أو اختصار ‏ الفاصلة العلوية توقع ‏ انتظار ‎anticipation (n.)‏
مثل - قول مأثور - حكمة ‎apothegm‏ | مانم للحمل  ‎anticonceptive (adjn.)‏
‎antidiabetic (adj.n.) Adams apophthegm }‏
رسول - زائد ‎apostle (n.)‏ | عد الأميال  ‎antidiarrhoeal (adj.n.)‏
تأليه ‏ الرقع الدرجة الآلهة )1( ‎apotheosis‏ | مضاد ‎antidotal adj U‏
‎i -‏ إلي رت الآلهية )1( ‎apotheosize‏ | قرد ‏ نسناس ‏ يقلد - يحاكى ‎ape (V)‏"	al-shamil-dictionary
